circle,cluster,Time,Attempt,Answered,CSSR,ASR,Day_of_week,Hour
Andhra Pradesh,cluster 4,2023-07-01-03,8701940,4919628,99.91,56.53,Saturday,3
Andhra Pradesh,cluster 4,2023-07-01-04,9592913,5417143,99.75,56.47,Saturday,4
Andhra Pradesh,cluster 4,2023-07-01-05,9637663,5452102,99.78,56.57,Saturday,5
Andhra Pradesh,cluster 4,2023-07-01-06,9241993,5254563,99.89,56.86,Saturday,6
Andhra Pradesh,cluster 4,2023-07-01-07,8512558,4835619,99.73,56.81,Saturday,7
Andhra Pradesh,cluster 4,2023-07-01-08,7437320,4146796,99.83,55.76,Saturday,8
Andhra Pradesh,cluster 4,2023-07-01-09,515265,244343,99.81,47.42,Saturday,9
Andhra Pradesh,cluster 4,2023-07-01-10,253148,119897,99.93,47.36,Saturday,10
Andhra Pradesh,cluster 4,2023-07-01-11,159053,75477,99.73,47.45,Saturday,11
Andhra Pradesh,cluster 4,2023-07-01-12,169289,81976,99.76,48.42,Saturday,12
Andhra Pradesh,cluster 4,2023-07-01-13,287109,141839,99.73,49.4,Saturday,13
Andhra Pradesh,cluster 4,2023-07-01-14,889403,450925,99.75,50.7,Saturday,14
Andhra Pradesh,cluster 4,2023-07-01-15,2736383,1464411,99.81,53.52,Saturday,15
Andhra Pradesh,cluster 4,2023-07-01-16,5154497,2875221,99.78,55.78,Saturday,16
Andhra Pradesh,cluster 4,2023-07-01-17,7247950,4102948,99.87,56.61,Saturday,17
Andhra Pradesh,cluster 4,2023-07-01-18,8701963,4919693,99.79,56.54,Saturday,18
Andhra Pradesh,cluster 4,2023-07-01-19,9593111,5417279,99.8,56.47,Saturday,19
Andhra Pradesh,cluster 4,2023-07-01-20,9637852,5452155,99.72,56.57,Saturday,20
Andhra Pradesh,cluster 4,2023-07-01-21,9242028,5254723,99.74,56.86,Saturday,21
Andhra Pradesh,cluster 4,2023-07-01-22,8512641,4835581,99.84,56.8,Saturday,22
Andhra Pradesh,cluster 4,2023-07-01-23,7437369,4146888,99.78,55.76,Saturday,23
Andhra Pradesh,cluster 4,2023-07-02-00,515170,244367,99.8,47.43,Sunday,0
Andhra Pradesh,cluster 4,2023-07-02-01,252990,119739,99.94,47.33,Sunday,1
Andhra Pradesh,cluster 4,2023-07-02-02,158952,75450,99.89,47.47,Sunday,2
Andhra Pradesh,cluster 4,2023-07-02-03,169205,82002,99.73,48.46,Sunday,3
Andhra Pradesh,cluster 4,2023-07-02-04,287037,141775,99.79,49.39,Sunday,4
Andhra Pradesh,cluster 4,2023-07-02-05,889375,450815,99.73,50.69,Sunday,5
Andhra Pradesh,cluster 4,2023-07-02-06,2736216,1464347,99.82,53.52,Sunday,6
Andhra Pradesh,cluster 4,2023-07-02-07,5154426,2875071,99.98,55.78,Sunday,7
Andhra Pradesh,cluster 4,2023-07-02-08,7247779,4102770,99.76,56.61,Sunday,8
Andhra Pradesh,cluster 4,2023-07-02-09,8701947,4919596,99.82,56.53,Sunday,9
Andhra Pradesh,cluster 4,2023-07-02-10,9592973,5417181,99.8,56.47,Sunday,10
Andhra Pradesh,cluster 4,2023-07-02-11,9637721,5452110,99.76,56.57,Sunday,11
Andhra Pradesh,cluster 4,2023-07-02-12,9241945,5254627,99.75,56.86,Sunday,12
Andhra Pradesh,cluster 4,2023-07-02-13,8512462,4835500,99.74,56.8,Sunday,13
Andhra Pradesh,cluster 4,2023-07-02-14,7437310,4146733,99.92,55.76,Sunday,14
Andhra Pradesh,cluster 4,2023-07-02-15,515174,244399,99.83,47.44,Sunday,15
Andhra Pradesh,cluster 4,2023-07-02-16,253129,119796,99.88,47.33,Sunday,16
Andhra Pradesh,cluster 4,2023-07-02-17,158990,75408,99.73,47.43,Sunday,17
Andhra Pradesh,cluster 4,2023-07-02-18,169299,81950,99.81,48.41,Sunday,18
Andhra Pradesh,cluster 4,2023-07-02-19,287107,141863,99.78,49.41,Sunday,19
Andhra Pradesh,cluster 4,2023-07-02-20,889450,450830,99.7,50.69,Sunday,20
Andhra Pradesh,cluster 4,2023-07-02-21,2736253,1464377,99.84,53.52,Sunday,21
Andhra Pradesh,cluster 4,2023-07-02-22,5154484,2875133,99.85,55.78,Sunday,22
Andhra Pradesh,cluster 4,2023-07-02-23,7247910,4102871,99.8,56.61,Sunday,23
Andhra Pradesh,cluster 4,2023-07-03-00,8701920,4919674,99.79,56.54,Monday,0
Andhra Pradesh,cluster 4,2023-07-03-01,9593025,5417186,99.7,56.47,Monday,1
Andhra Pradesh,cluster 4,2023-07-03-02,9637742,5452076,99.7,56.57,Monday,2
Andhra Pradesh,cluster 4,2023-07-03-03,9242021,5254623,99.75,56.86,Monday,3
Andhra Pradesh,cluster 4,2023-07-03-04,8512606,4835529,99.86,56.8,Monday,4
Andhra Pradesh,cluster 4,2023-07-03-05,7437357,4146762,99.92,55.76,Monday,5
Andhra Pradesh,cluster 4,2023-07-03-06,515206,244388,99.96,47.44,Monday,6
Andhra Pradesh,cluster 4,2023-07-03-07,253104,119805,99.73,47.33,Monday,7
Andhra Pradesh,cluster 4,2023-07-03-08,158950,75512,99.73,47.51,Monday,8
Andhra Pradesh,cluster 4,2023-07-03-09,169201,81950,99.75,48.43,Monday,9
Andhra Pradesh,cluster 4,2023-07-03-10,287112,141787,99.77,49.38,Monday,10
Andhra Pradesh,cluster 4,2023-07-03-11,889408,450903,99.89,50.7,Monday,11
Andhra Pradesh,cluster 4,2023-07-03-12,2736264,1464429,99.74,53.52,Monday,12
Andhra Pradesh,cluster 4,2023-07-03-13,5154560,2875033,99.87,55.78,Monday,13
Andhra Pradesh,cluster 4,2023-07-03-14,7247879,4102898,99.83,56.61,Monday,14
Andhra Pradesh,cluster 4,2023-07-03-15,8701921,4919647,99.74,56.54,Monday,15
Andhra Pradesh,cluster 4,2023-07-03-16,9592987,5417167,99.77,56.47,Monday,16
Andhra Pradesh,cluster 4,2023-07-03-17,9637668,5452112,99.88,56.57,Monday,17
Andhra Pradesh,cluster 4,2023-07-03-18,9242069,5254594,99.72,56.86,Monday,18
Andhra Pradesh,cluster 4,2023-07-03-19,8512596,4835608,99.77,56.81,Monday,19
Andhra Pradesh,cluster 4,2023-07-03-20,7437261,4146809,99.8,55.76,Monday,20
Andhra Pradesh,cluster 4,2023-07-03-21,515340,244384,99.86,47.42,Monday,21
Andhra Pradesh,cluster 4,2023-07-03-22,253063,119889,99.87,47.38,Monday,22
Andhra Pradesh,cluster 4,2023-07-03-23,159094,75416,99.87,47.4,Monday,23
Andhra Pradesh,cluster 4,2023-07-04-00,169269,82060,99.7,48.48,Tuesday,0
Andhra Pradesh,cluster 4,2023-07-04-01,287045,141909,99.73,49.44,Tuesday,1
Andhra Pradesh,cluster 4,2023-07-04-02,889392,450913,99.73,50.7,Tuesday,2
Andhra Pradesh,cluster 4,2023-07-04-03,2736399,1464374,99.78,53.51,Tuesday,3
Andhra Pradesh,cluster 4,2023-07-04-04,5154491,2875192,99.84,55.78,Tuesday,4
Andhra Pradesh,cluster 4,2023-07-04-05,7247952,4102891,99.86,56.61,Tuesday,5
Andhra Pradesh,cluster 4,2023-07-04-06,8701991,4919679,99.72,56.54,Tuesday,6
Andhra Pradesh,cluster 4,2023-07-04-07,9593109,5417301,99.9,56.47,Tuesday,7
Andhra Pradesh,cluster 4,2023-07-04-08,9637833,5452141,99.84,56.57,Tuesday,8
Andhra Pradesh,cluster 4,2023-07-04-09,9242044,5254655,99.74,56.86,Tuesday,9
Andhra Pradesh,cluster 4,2023-07-04-10,8512614,4835557,99.86,56.8,Tuesday,10
Andhra Pradesh,cluster 4,2023-07-04-11,7437367,4146891,99.78,55.76,Tuesday,11
Andhra Pradesh,cluster 4,2023-07-04-12,515155,244355,99.72,47.43,Tuesday,12
Andhra Pradesh,cluster 4,2023-07-04-13,253096,119700,99.79,47.29,Tuesday,13
Andhra Pradesh,cluster 4,2023-07-04-14,159027,75486,99.79,47.47,Tuesday,14
Andhra Pradesh,cluster 4,2023-07-04-15,169192,82030,99.79,48.48,Tuesday,15
Andhra Pradesh,cluster 4,2023-07-04-16,287085,141828,99.73,49.4,Tuesday,16
Andhra Pradesh,cluster 4,2023-07-04-17,889413,450819,99.9,50.69,Tuesday,17
Andhra Pradesh,cluster 4,2023-07-04-18,2736347,1464365,99.79,53.52,Tuesday,18
Andhra Pradesh,cluster 4,2023-07-04-19,5154452,2875132,99.95,55.78,Tuesday,19
Andhra Pradesh,cluster 4,2023-07-04-20,7247843,4102941,99.84,56.61,Tuesday,20
Andhra Pradesh,cluster 4,2023-07-04-21,8702056,4919605,99.93,56.53,Tuesday,21
Andhra Pradesh,cluster 4,2023-07-04-22,9593068,5417159,99.73,56.47,Tuesday,22
Andhra Pradesh,cluster 4,2023-07-04-23,9637741,5452153,99.78,56.57,Tuesday,23
Andhra Pradesh,cluster 4,2023-07-05-00,9242091,5254650,99.88,56.86,Wednesday,0
Andhra Pradesh,cluster 4,2023-07-05-01,8512589,4835469,99.79,56.8,Wednesday,1
Andhra Pradesh,cluster 4,2023-07-05-02,7437293,4146811,99.79,55.76,Wednesday,2
Andhra Pradesh,cluster 4,2023-07-05-03,515228,244433,99.88,47.44,Wednesday,3
Andhra Pradesh,cluster 4,2023-07-05-04,253146,119912,99.73,47.37,Wednesday,4
Andhra Pradesh,cluster 4,2023-07-05-05,159143,75414,99.73,47.39,Wednesday,5
Andhra Pradesh,cluster 4,2023-07-05-06,169325,81973,99.73,48.41,Wednesday,6
Andhra Pradesh,cluster 4,2023-07-05-07,287104,141920,99.75,49.43,Wednesday,7
Andhra Pradesh,cluster 4,2023-07-05-08,889561,450840,99.73,50.68,Wednesday,8
Andhra Pradesh,cluster 4,2023-07-05-09,2736295,1464444,99.84,53.52,Wednesday,9
Andhra Pradesh,cluster 4,2023-07-05-10,5154552,2875199,99.79,55.78,Wednesday,10
Andhra Pradesh,cluster 4,2023-07-05-11,7247991,4102956,99.97,56.61,Wednesday,11
Andhra Pradesh,cluster 4,2023-07-05-12,8701952,4919735,99.8,56.54,Wednesday,12
Andhra Pradesh,cluster 4,2023-07-05-13,9593114,5417277,99.77,56.47,Wednesday,13
Andhra Pradesh,cluster 4,2023-07-05-14,9637802,5452220,99.76,56.57,Wednesday,14
Andhra Pradesh,cluster 4,2023-07-05-15,9242096,5254647,99.72,56.86,Wednesday,15
Andhra Pradesh,cluster 4,2023-07-05-16,8512628,4835605,99.78,56.81,Wednesday,16
Andhra Pradesh,cluster 4,2023-07-05-17,7437410,4146792,99.8,55.76,Wednesday,17
Andhra Pradesh,cluster 4,2023-07-05-18,515301,244568,99.8,47.46,Wednesday,18
Andhra Pradesh,cluster 4,2023-07-05-19,253232,119836,99.8,47.32,Wednesday,19
Andhra Pradesh,cluster 4,2023-07-05-20,159006,75538,99.86,47.51,Wednesday,20
Andhra Pradesh,cluster 4,2023-07-05-21,169285,82115,99.95,48.51,Wednesday,21
Andhra Pradesh,cluster 4,2023-07-05-22,287129,141876,99.76,49.41,Wednesday,22
Andhra Pradesh,cluster 4,2023-07-05-23,889415,450946,99.98,50.7,Wednesday,23
Andhra Pradesh,cluster 4,2023-07-06-00,2736368,1464443,99.73,53.52,Thursday,0
Andhra Pradesh,cluster 4,2023-07-06-01,5154612,2875215,99.83,55.78,Thursday,1
Andhra Pradesh,cluster 4,2023-07-06-02,7247980,4102922,99.96,56.61,Thursday,2
Andhra Pradesh,cluster 4,2023-07-06-03,8701969,4919641,99.7,56.53,Thursday,3
Andhra Pradesh,cluster 4,2023-07-06-04,9592934,5417168,99.83,56.47,Thursday,4
Andhra Pradesh,cluster 4,2023-07-06-05,9637754,5452131,99.94,56.57,Thursday,5
Andhra Pradesh,cluster 4,2023-07-06-06,9242046,5254596,99.79,56.86,Thursday,6
Andhra Pradesh,cluster 4,2023-07-06-07,8512644,4835659,99.91,56.81,Thursday,7
Andhra Pradesh,cluster 4,2023-07-06-08,7437362,4146807,99.7,55.76,Thursday,8
Andhra Pradesh,cluster 4,2023-07-06-09,515319,244377,99.96,47.42,Thursday,9
Andhra Pradesh,cluster 4,2023-07-06-10,253170,119913,99.87,47.36,Thursday,10
Andhra Pradesh,cluster 4,2023-07-06-11,159086,75558,99.97,47.5,Thursday,11
Andhra Pradesh,cluster 4,2023-07-06-12,169377,82010,99.73,48.42,Thursday,12
Andhra Pradesh,cluster 4,2023-07-06-13,287109,141922,99.72,49.43,Thursday,13
Andhra Pradesh,cluster 4,2023-07-06-14,889426,450926,99.74,50.7,Thursday,14
Andhra Pradesh,cluster 4,2023-07-06-15,2736403,1464507,99.89,53.52,Thursday,15
Andhra Pradesh,cluster 4,2023-07-06-16,5154520,2875302,99.97,55.78,Thursday,16
Andhra Pradesh,cluster 4,2023-07-06-17,7248017,4102953,99.95,56.61,Thursday,17
Andhra Pradesh,cluster 4,2023-07-06-18,8702060,4919775,99.83,56.54,Thursday,18
Andhra Pradesh,cluster 4,2023-07-06-19,9593112,5417286,99.91,56.47,Thursday,19
Andhra Pradesh,cluster 4,2023-07-06-20,9637889,5452252,99.75,56.57,Thursday,20
Andhra Pradesh,cluster 4,2023-07-06-21,9242075,5254801,99.7,56.86,Thursday,21
Andhra Pradesh,cluster 4,2023-07-06-22,8512738,4835590,99.86,56.8,Thursday,22
Andhra Pradesh,cluster 4,2023-07-06-23,7437377,4146943,99.83,55.76,Thursday,23
Andhra Pradesh,cluster 4,2023-07-07-00,515162,244355,99.75,47.43,Friday,0
Andhra Pradesh,cluster 4,2023-07-07-01,253036,119712,99.8,47.31,Friday,1
Andhra Pradesh,cluster 4,2023-07-07-02,158909,75403,99.79,47.45,Friday,2
Andhra Pradesh,cluster 4,2023-07-07-03,169225,82024,99.85,48.47,Friday,3
Andhra Pradesh,cluster 4,2023-07-07-04,287031,141762,99.74,49.39,Friday,4
Andhra Pradesh,cluster 4,2023-07-07-05,889379,450807,99.87,50.69,Friday,5
Andhra Pradesh,cluster 4,2023-07-07-06,2736218,1464329,99.76,53.52,Friday,6
Andhra Pradesh,cluster 4,2023-07-07-07,5154489,2875024,99.7,55.78,Friday,7
Andhra Pradesh,cluster 4,2023-07-07-08,7247804,4102786,99.73,56.61,Friday,8
Andhra Pradesh,cluster 4,2023-07-07-09,8701953,4919584,99.77,56.53,Friday,9
Andhra Pradesh,cluster 4,2023-07-07-10,9592953,5417103,99.8,56.47,Friday,10
Andhra Pradesh,cluster 4,2023-07-07-11,9637661,5452085,99.82,56.57,Friday,11
Andhra Pradesh,cluster 4,2023-07-07-12,9242001,5254563,99.73,56.86,Friday,12
Andhra Pradesh,cluster 4,2023-07-07-13,8512469,4835498,99.9,56.8,Friday,13
Andhra Pradesh,cluster 4,2023-07-07-14,7437324,4146767,99.98,55.76,Friday,14
Andhra Pradesh,cluster 4,2023-07-07-15,515217,244320,99.8,47.42,Friday,15
Andhra Pradesh,cluster 4,2023-07-07-16,253058,119858,99.91,47.36,Friday,16
Andhra Pradesh,cluster 4,2023-07-07-17,159015,75456,99.89,47.45,Friday,17
Andhra Pradesh,cluster 4,2023-07-07-18,169288,81965,99.77,48.42,Friday,18
Andhra Pradesh,cluster 4,2023-07-07-19,287053,141806,99.78,49.4,Friday,19
Andhra Pradesh,cluster 4,2023-07-07-20,889438,450844,99.89,50.69,Friday,20
Andhra Pradesh,cluster 4,2023-07-07-21,2736299,1464365,99.95,53.52,Friday,21
Andhra Pradesh,cluster 4,2023-07-07-22,5154470,2875118,99.86,55.78,Friday,22
Andhra Pradesh,cluster 4,2023-07-07-23,7247868,4102852,99.75,56.61,Friday,23
Andhra Pradesh,cluster 4,2023-07-08-00,8701989,4919613,99.76,56.53,Saturday,0
Andhra Pradesh,cluster 4,2023-07-08-01,9592978,5417231,99.97,56.47,Saturday,1
Andhra Pradesh,cluster 4,2023-07-08-02,9637691,5452085,99.88,56.57,Saturday,2
Andhra Pradesh,cluster 4,2023-07-08-03,9242033,5254656,99.94,56.86,Saturday,3
Andhra Pradesh,cluster 4,2023-07-08-04,8512589,4835561,99.78,56.8,Saturday,4
Andhra Pradesh,cluster 4,2023-07-08-05,7437328,4146808,99.89,55.76,Saturday,5
Andhra Pradesh,cluster 4,2023-07-08-06,515193,244418,99.73,47.44,Saturday,6
Andhra Pradesh,cluster 4,2023-07-08-07,253111,119766,99.78,47.32,Saturday,7
Andhra Pradesh,cluster 4,2023-07-08-08,158899,75448,99.89,47.48,Saturday,8
Andhra Pradesh,cluster 4,2023-07-08-09,169233,82019,99.77,48.47,Saturday,9
Andhra Pradesh,cluster 4,2023-07-08-10,287020,141824,99.75,49.41,Saturday,10
Andhra Pradesh,cluster 4,2023-07-08-11,889373,450892,99.77,50.7,Saturday,11
Andhra Pradesh,cluster 4,2023-07-08-12,2736278,1464424,99.78,53.52,Saturday,12
Andhra Pradesh,cluster 4,2023-07-08-13,5154582,2875080,99.78,55.78,Saturday,13
Andhra Pradesh,cluster 4,2023-07-08-14,7247918,4102830,99.86,56.61,Saturday,14
Andhra Pradesh,cluster 4,2023-07-08-15,8701924,4919628,99.8,56.53,Saturday,15
Andhra Pradesh,cluster 4,2023-07-08-16,9592955,5417197,99.76,56.47,Saturday,16
Andhra Pradesh,cluster 4,2023-07-08-17,9637684,5452186,99.84,56.57,Saturday,17
Andhra Pradesh,cluster 4,2023-07-08-18,9242068,5254603,99.79,56.86,Saturday,18
Andhra Pradesh,cluster 4,2023-07-08-19,8512550,4835616,99.72,56.81,Saturday,19
Andhra Pradesh,cluster 4,2023-07-08-20,7437307,4146750,99.86,55.76,Saturday,20
Andhra Pradesh,cluster 4,2023-07-08-21,515328,244390,99.75,47.42,Saturday,21
Andhra Pradesh,cluster 4,2023-07-08-22,253140,119902,99.75,47.37,Saturday,22
Andhra Pradesh,cluster 4,2023-07-08-23,159101,75503,99.88,47.46,Saturday,23
Andhra Pradesh,cluster 4,2023-07-09-00,169303,82010,99.72,48.44,Sunday,0
Andhra Pradesh,cluster 4,2023-07-09-01,287023,141832,99.74,49.41,Sunday,1
Andhra Pradesh,cluster 4,2023-07-09-02,889398,450918,99.79,50.7,Sunday,2
Andhra Pradesh,cluster 4,2023-07-09-03,2736405,1464436,99.76,53.52,Sunday,3
Andhra Pradesh,cluster 4,2023-07-09-04,5154509,2875204,99.79,55.78,Sunday,4
Andhra Pradesh,cluster 4,2023-07-09-05,7247944,4102884,99.98,56.61,Sunday,5
Andhra Pradesh,cluster 4,2023-07-09-06,8701958,4919647,99.79,56.53,Sunday,6
Andhra Pradesh,cluster 4,2023-07-09-07,9593134,5417265,99.87,56.47,Sunday,7
Andhra Pradesh,cluster 4,2023-07-09-08,9637797,5452181,99.85,56.57,Sunday,8
Andhra Pradesh,cluster 4,2023-07-09-09,9242077,5254638,99.74,56.86,Sunday,9
Andhra Pradesh,cluster 4,2023-07-09-10,8512631,4835581,99.74,56.8,Sunday,10
Andhra Pradesh,cluster 4,2023-07-09-11,7437347,4146894,99.74,55.76,Sunday,11
Andhra Pradesh,cluster 4,2023-07-09-12,515148,244412,99.94,47.45,Sunday,12
Andhra Pradesh,cluster 4,2023-07-09-13,253038,119704,99.7,47.31,Sunday,13
Andhra Pradesh,cluster 4,2023-07-09-14,159050,75546,99.85,47.5,Sunday,14
Andhra Pradesh,cluster 4,2023-07-09-15,169197,82022,99.81,48.48,Sunday,15
Andhra Pradesh,cluster 4,2023-07-09-16,287095,141754,99.84,49.38,Sunday,16
Andhra Pradesh,cluster 4,2023-07-09-17,889483,450827,99.87,50.68,Sunday,17
Andhra Pradesh,cluster 4,2023-07-09-18,2736316,1464352,99.75,53.52,Sunday,18
Andhra Pradesh,cluster 4,2023-07-09-19,5154523,2875087,99.86,55.78,Sunday,19
Andhra Pradesh,cluster 4,2023-07-09-20,7247926,4102903,99.9,56.61,Sunday,20
Andhra Pradesh,cluster 4,2023-07-09-21,8701980,4919581,99.82,56.53,Sunday,21
Andhra Pradesh,cluster 4,2023-07-09-22,9593073,5417242,99.83,56.47,Sunday,22
Andhra Pradesh,cluster 4,2023-07-09-23,9637704,5452212,99.72,56.57,Sunday,23
Andhra Pradesh,cluster 4,2023-07-10-00,9242004,5254702,99.89,56.86,Monday,0
Andhra Pradesh,cluster 4,2023-07-10-01,8512610,4835552,99.76,56.8,Monday,1
Andhra Pradesh,cluster 4,2023-07-10-02,7437299,4146803,99.39,55.76,Monday,2
Andhra Pradesh,cluster 4,2023-07-10-03,515206,244406,99.84,47.44,Monday,3
Andhra Pradesh,cluster 4,2023-07-10-04,253082,119900,99.92,47.38,Monday,4
Andhra Pradesh,cluster 4,2023-07-10-05,159149,75431,99.75,47.4,Monday,5
Andhra Pradesh,cluster 4,2023-07-10-06,169365,81938,99.85,48.38,Monday,6
Andhra Pradesh,cluster 4,2023-07-10-07,287121,141912,99.74,49.43,Monday,7
Andhra Pradesh,cluster 4,2023-07-10-08,889499,450859,99.77,50.69,Monday,8
Andhra Pradesh,cluster 4,2023-07-10-09,2736277,1464482,99.87,53.52,Monday,9
Andhra Pradesh,cluster 4,2023-07-10-10,5154537,2875172,99.8,55.78,Monday,10
Andhra Pradesh,cluster 4,2023-07-10-11,7247920,4102949,99.9,56.61,Monday,11
Andhra Pradesh,cluster 4,2023-07-10-12,8702050,4919661,99.76,56.53,Monday,12
Andhra Pradesh,cluster 4,2023-07-10-13,9593094,5417275,99.73,56.47,Monday,13
Andhra Pradesh,cluster 4,2023-07-10-14,9637793,5452183,99.92,56.57,Monday,14
Andhra Pradesh,cluster 4,2023-07-10-15,9242088,5254671,99.79,56.86,Monday,15
Andhra Pradesh,cluster 4,2023-07-10-16,8512602,4835605,99.72,56.81,Monday,16
Andhra Pradesh,cluster 4,2023-07-10-17,7437361,4146824,99.82,55.76,Monday,17
Andhra Pradesh,cluster 4,2023-07-10-18,515287,244534,99.91,47.46,Monday,18
Andhra Pradesh,cluster 4,2023-07-10-19,253226,119870,99.81,47.34,Monday,19
Andhra Pradesh,cluster 4,2023-07-10-20,158964,75523,99.8,47.51,Monday,20
Andhra Pradesh,cluster 4,2023-07-10-21,169297,82036,99.76,48.46,Monday,21
Andhra Pradesh,cluster 4,2023-07-10-22,287053,141876,99.79,49.43,Monday,22
Andhra Pradesh,cluster 4,2023-07-10-23,889438,450950,99.86,50.7,Monday,23
Andhra Pradesh,cluster 4,2023-07-11-00,2736410,1464482,99.77,53.52,Tuesday,0
Andhra Pradesh,cluster 4,2023-07-11-01,5154654,2875183,99.73,55.78,Tuesday,1
Andhra Pradesh,cluster 4,2023-07-11-02,7247942,4102840,99.77,56.61,Tuesday,2
Andhra Pradesh,cluster 4,2023-07-11-03,8701945,4919658,99.78,56.54,Tuesday,3
Andhra Pradesh,cluster 4,2023-07-11-04,9592975,5417164,99.86,56.47,Tuesday,4
Andhra Pradesh,cluster 4,2023-07-11-05,9637717,5452142,99.73,56.57,Tuesday,5
Andhra Pradesh,cluster 4,2023-07-11-06,9242026,5254601,99.96,56.86,Tuesday,6
Andhra Pradesh,cluster 4,2023-07-11-07,8512638,4835645,99.87,56.81,Tuesday,7
Andhra Pradesh,cluster 4,2023-07-11-08,7437407,4146821,99.73,55.76,Tuesday,8
Andhra Pradesh,cluster 4,2023-07-11-09,515364,244360,99.8,47.42,Tuesday,9
Andhra Pradesh,cluster 4,2023-07-11-10,253198,119940,99.88,47.37,Tuesday,10
Andhra Pradesh,cluster 4,2023-07-11-11,159125,75530,99.93,47.47,Tuesday,11
Andhra Pradesh,cluster 4,2023-07-11-12,169377,82053,99.75,48.44,Tuesday,12
Andhra Pradesh,cluster 4,2023-07-11-13,287137,141878,99.77,49.41,Tuesday,13
Andhra Pradesh,cluster 4,2023-07-11-14,889478,451018,99.73,50.71,Tuesday,14
Andhra Pradesh,cluster 4,2023-07-11-15,2736473,1464469,99.8,53.52,Tuesday,15
Andhra Pradesh,cluster 4,2023-07-11-16,5154497,2875243,99.73,55.78,Tuesday,16
Andhra Pradesh,cluster 4,2023-07-11-17,7248009,4102961,99.82,56.61,Tuesday,17
Andhra Pradesh,cluster 4,2023-07-11-18,8701971,4919762,99.77,56.54,Tuesday,18
Andhra Pradesh,cluster 4,2023-07-11-19,9593120,5417354,99.77,56.47,Tuesday,19
Andhra Pradesh,cluster 4,2023-07-11-20,9637854,5452234,99.8,56.57,Tuesday,20
Andhra Pradesh,cluster 4,2023-07-11-21,9242117,5254769,99.87,56.86,Tuesday,21
Andhra Pradesh,cluster 4,2023-07-11-22,8512651,4835660,99.99,56.81,Tuesday,22
Andhra Pradesh,cluster 4,2023-07-11-23,7437456,4146897,99.78,55.76,Tuesday,23
Andhra Pradesh,cluster 5,2023-06-27-01,249786,120032,99.81,48.05,Tuesday,1
Andhra Pradesh,cluster 5,2023-06-27-02,160097,76450,99.81,47.75,Tuesday,2
Andhra Pradesh,cluster 5,2023-06-27-03,171950,83474,99.8,48.55,Tuesday,3
Andhra Pradesh,cluster 5,2023-06-27-04,285196,141708,99.83,49.69,Tuesday,4
Andhra Pradesh,cluster 5,2023-06-27-05,890982,451510,99.83,50.68,Tuesday,5
Andhra Pradesh,cluster 5,2023-06-27-06,2744845,1467766,99.81,53.47,Tuesday,6
Andhra Pradesh,cluster 5,2023-06-27-07,5164306,2881778,99.82,55.8,Tuesday,7
Andhra Pradesh,cluster 5,2023-06-27-08,7258599,4104811,99.82,56.55,Tuesday,8
Andhra Pradesh,cluster 5,2023-06-27-09,8700474,4912126,99.8,56.46,Tuesday,9
Andhra Pradesh,cluster 5,2023-06-27-10,9616436,5428804,99.78,56.45,Tuesday,10
Andhra Pradesh,cluster 5,2023-06-27-11,9651676,5464862,99.78,56.62,Tuesday,11
Andhra Pradesh,cluster 5,2023-06-27-12,9249316,5265318,99.78,56.93,Tuesday,12
Andhra Pradesh,cluster 5,2023-06-27-13,8513993,4834191,99.78,56.78,Tuesday,13
Andhra Pradesh,cluster 5,2023-06-27-14,7434837,4144472,99.78,55.74,Tuesday,14
Andhra Pradesh,cluster 5,2023-06-27-15,514677,245901,99.92,47.78,Tuesday,15
Andhra Pradesh,cluster 5,2023-06-27-16,249822,120112,99.91,48.08,Tuesday,16
Andhra Pradesh,cluster 5,2023-06-27-17,160183,76526,99.96,47.77,Tuesday,17
Andhra Pradesh,cluster 5,2023-06-27-18,172044,83563,99.79,48.57,Tuesday,18
Andhra Pradesh,cluster 5,2023-06-27-19,285226,141772,99.8,49.71,Tuesday,19
Andhra Pradesh,cluster 5,2023-06-27-20,891057,451512,99.78,50.67,Tuesday,20
Andhra Pradesh,cluster 5,2023-06-27-21,2744939,1467778,99.82,53.47,Tuesday,21
Andhra Pradesh,cluster 5,2023-06-27-22,5164358,2881800,99.79,55.8,Tuesday,22
Andhra Pradesh,cluster 5,2023-06-27-23,7258625,4104853,99.92,56.55,Tuesday,23
Andhra Pradesh,cluster 5,2023-06-28-00,8700538,4912185,99.86,56.46,Wednesday,0
Andhra Pradesh,cluster 5,2023-06-28-01,9616483,5428870,99.73,56.45,Wednesday,1
Andhra Pradesh,cluster 5,2023-06-28-02,9651682,5464954,99.88,56.62,Wednesday,2
Andhra Pradesh,cluster 5,2023-06-28-03,9249352,5265405,99.84,56.93,Wednesday,3
Andhra Pradesh,cluster 5,2023-06-28-04,8514081,4834279,99.7,56.78,Wednesday,4
Andhra Pradesh,cluster 5,2023-06-28-05,7434936,4144565,99.84,55.74,Wednesday,5
Andhra Pradesh,cluster 5,2023-06-28-06,514673,245836,99.94,47.77,Wednesday,6
Andhra Pradesh,cluster 5,2023-06-28-07,249849,120087,99.97,48.06,Wednesday,7
Andhra Pradesh,cluster 5,2023-06-28-08,160108,76471,99.76,47.76,Wednesday,8
Andhra Pradesh,cluster 5,2023-06-28-09,172010,83483,99.91,48.53,Wednesday,9
Andhra Pradesh,cluster 5,2023-06-28-10,285235,141717,99.75,49.68,Wednesday,10
